order_id,product_id,price,quantity,channel,revenue,persona,income_bracket,trend_affinity,state,city_tier,occasion,category,claims,pack_size
ORD046455,P091,23.04,2,Website,46.08,fitness,High,clean-label,NY,Tier 2,daily snack,healthy snack,clean-label,Single
ORD041961,P044,43.93,2,Marketplace,87.86,budget,Medium,clean-label,Calfornia,Unknown,on-the-go,supplement,high-protein,4-Pack
ORD018905,P110,44.66,1,App,44.66,casual,Medium,plant-based,Texas,Tier 1,marathon-prep,protein bar,"gluten-free, halal",4-Pack
ORD046462,P048,40.29,2,Retail,80.58,casual,Medium,gut-health,NY,Tier 2,religious-fasting,supplement,"nut-free, kosher, low-sugar",4-Pack
ORD032649,P127,147.53,2,Gym Kiosk,295.06,premium,Low,protein,California,Tier 2,late-night,supplement,"vegan, low-sugar, diabetic-friendly, keto-friendly",12-Pack
ORD008095,P066,14.23,2,Marketplace,28.46,casual,Medium,clean-label,California,Tier 1,gym,protein bar,"nut-free, gluten-free, kosher",Single
ORD000664,P140,17.21,2,Gym Kiosk,34.42,budget,Medium,protein,California,Tier 1,late-night,electrolyte drink,"vegan, plant-based, keto-friendly",Single
ORD048201,P110,52.41,1,Website,52.41,casual,Medium,protein,Florida,Tier 1,late-night,protein bar,"gluten-free, halal",4-Pack
ORD012199,P090,36.87,2,Marketplace,73.74,fitness,High,plant-based,Calfornia,Tier 1,daily snack,protein bar,"vegan, clean-label, low-sugar",4-Pack
ORD037320,P120,21.84,1,Gym Kiosk,21.84,unknown,Medium,plant-based,Calfornia,Tier 3,religious-fasting,protein bar,"clean-label, high-protein, jain-friendly",Single
ORD034293,P089,4.96,3,Marketplace,14.879999999999999,fitness,Low,protein,New York,Tier 3,road-trip,electrolyte drink,"gluten-free, plant-based",Single
ORD017567,P150,15.62,2,App,31.24,fitness,Medium,protein,Colorado,Tier 2,on-the-go,meal replacement,"halal, low-sugar",Single
ORD018673,P036,20.98,287,Marketplace,6021.26,budget,Low,plant-based,Texas,Tier 1,daily snack,protein bar,high-protein,4-Pack
ORD034697,P014,32.55,3,Website,97.64999999999999,casual,Medium,plant-based,Washington,Tier 2,religious-fasting,protein shake,"keto-friendly, gluten-free",4-Pack
ORD033622,P001,20.12,1,Marketplace,20.12,budget,Medium,plant-based,New York,Tier 3,late-night,electrolyte drink,"nut-free, clean-label",Single
ORD022547,P021,5.69,5,App,28.450000000000003,premium,Low,protein,Georgia,Unknown,marathon-prep,healthy snack,diabetic-friendly,Single
ORD004410,P104,50.93,4,Website,203.72,casual,Medium,protein,Texas,Tier 1,late-night,protein bar,"kosher, jain-friendly, low-sugar, diabetic-friendly",12-Pack
ORD001293,P046,14.07,2,Gym Kiosk,28.14,budget,Medium,clean-label,New York,Tier 1,late-night,supplement,"gluten-free, clean-label",Single
ORD000990,P150,12.52,1,Retail,12.52,premium,Medium,plant-based,Florida,Tier 2,late-night,meal replacement,"halal, low-sugar",Single
ORD000530,P030,7.14,3,Gym Kiosk,21.419999999999998,fitness,High,gut-health,Florida,Tier 1,late-night,electrolyte drink,"gluten-free, kosher",Single
ORD012874,P150,14.86,2,App,29.72,premium,Medium,protein,Calfornia,Tier 1,gym,meal replacement,"halal, low-sugar",Single
ORD025061,P023,27.62,1,Gym Kiosk,27.62,premium,Low,clean-label,Texas,Tier 1,late-night,proten shake,plant-based,4-Pack
ORD031308,P080,14.54,2,Retail,29.08,fitness,Medium,low-sugar,Texas,Tier 1,religious-fasting,healthy snack,"jain-friendly, clean-label, keto-friendly",Single
ORD028995,P073,12.02,3,App,36.06,fitness,Medium,low-sugar,Illinois,Tier 2,daily snack,protein bar,"jain-friendly, high-protein, halal, keto-friendly",Single
ORD014716,P071,12.58,2,Website,25.16,fitness,Low,protein,Washington,Tier 2,daily snack,protein bar,"plant-based, high-protein, keto-friendly",Single
ORD048864,P068,18.58,1,Website,18.58,budget,Medium,gut-health,Florida,Tier 3,gym,healthy snack,"keto-friendly, clean-label, gluten-free",Single
ORD037916,P031,5.15,3,Website,15.450000000000001,premium,Medium,protein,Washington,Tier 1,road-trip,healthy snack,"diabetic-friendly, jain-friendly",Single
ORD001115,P083,36.36,1,Retail,36.36,premium,Medium,clean-label,Calfornia,Tier 3,marathon-prep,proten shake,"diabetic-friendly, keto-friendly",4-Pack
ORD042707,P037,50.04,2,Marketplace,100.08,premium,Medium,low-sugar,Georgia,Tier 2,road-trip,supplement,"halal, keto-friendly, low-sugar",4-Pack
ORD036374,P075,38.91,5,Gym Kiosk,194.54999999999998,premium,Low,low-sugar,Texas,Tier 2,religious-fasting,meal replacement,"halal, clean-label, gluten-free, vegan",4-Pack
ORD037964,P107,6.03,5,Marketplace,30.150000000000002,casual,Low,protein,Florida,Unknown,on-the-go,electrolyte drink,plant-based,Single
ORD009108,P104,59.14,1,Website,59.14,casual,Medium,clean-label,New York,Tier 2,religious-fasting,protein bar,"kosher, jain-friendly, low-sugar, diabetic-friendly",12-Pack
ORD028601,P039,39.5,1,Gym Kiosk,39.5,budget,Medium,plant-based,Calfornia,Tier 1,late-night,protein shake,"halal, kosher, keto-friendly, nut-free",4-Pack
ORD047805,P099,7.8,1,Marketplace,7.8,premium,Medium,protein,Texas,Tier 1,festive,supplement,"diabetic-friendly, jain-friendly, high-protein, vegan",Single
ORD042281,P009,18.45,3,App,55.349999999999994,budget,Medium,low-sugar,Illinois,Tier 2,road-trip,electrolyte drink,clean-label,Single
ORD039470,P144,42.4,2,Marketplace,84.8,fitness,Low,plant-based,Illinois,Tier 1,on-the-go,meal replacement,"halal, diabetic-friendly, low-sugar",4-Pack
ORD035438,P149,21.68,1,App,21.68,premium,Low,protein,Calfornia,Tier 2,festive,protein bar,clean-label,Single
ORD049101,P094,10.48,2,App,20.96,fitness,Medium,low-sugar,Florida,Tier 1,late-night,protein bar,gluten-free,Single
ORD015487,P097,14.72,2,Marketplace,29.44,premium,Medium,protein,Illinois,Tier 1,gym,protein bar,"vegan, kosher, plant-based, jain-friendly",Single
ORD040108,P149,21.68,3,Marketplace,65.03999999999999,budget,Medium,clean-label,New York,Unknown,daily snack,protein bar,clean-label,Single
ORD020889,P085,62.11,2,Website,124.22,fitness,High,protein,Georgia,Tier 1,marathon-prep,protein bar,kosher,4-Pack
ORD011796,P049,13.57,1,Website,13.57,casual,Medium,gut-health,Colorado,Tier 1,gym,protein shake,"high-protein, gluten-free, diabetic-friendly, nut-free",Single
ORD023284,P078,20.13,1,Website,20.13,casual,Medium,protein,Colorado,Tier 1,daily snack,,"halal, vegan, keto-friendly, clean-label",Single
ORD037139,P148,26.3,1,App,26.3,fitness,Medium,protein,Florida,Tier 1,religious-fasting,protein bar,"jain-friendly, halal, clean-label, diabetic-friendly",Single
ORD045391,P036,24.75,3,Marketplace,74.25,casual,Medium,low-sugar,Washington,Tier 1,late-night,protein bar,high-protein,4-Pack
ORD024651,P069,12.79,1,Marketplace,12.79,fitness,Medium,low-sugar,California,Tier 1,gym,meal replacement,plant-based,Single
ORD022691,P034,11.45,1,App,11.45,premium,Medium,plant-based,Texas,Tier 1,on-the-go,proten shake,nut-free,Single
ORD030605,P102,35.56,1,Retail,35.56,premium,Medium,gut-health,New York,Tier 1,late-night,healthy snack,"plant-based, kosher, vegan",4-Pack
ORD028195,P064,58.01,6,Retail,348.06,budget,Medium,gut-health,California,Tier 2,marathon-prep,electrolyte drink,"nut-free, clean-label, diabetic-friendly",12-Pack
ORD033197,P058,7.03,1,App,7.03,budget,Medium,gut-health,Florida,Tier 1,marathon-prep,protein bar,"vegan, diabetic-friendly, kosher",Single
ORD000647,P130,40.98,1,App,40.98,casual,Medium,protein,Washington,Tier 1,late-night,meal replacement,vegan,4-Pack
ORD029694,P062,24.38,1,Retail,24.38,budget,Low,clean-label,Illinois,Tier 1,late-night,protein bar,"clean-label, diabetic-friendly, plant-based",Single
ORD006433,P061,28.41,5,Gym Kiosk,142.05,casual,High,clean-label,Georgia,Tier 2,daily snack,supplement,"vegan, high-protein, keto-friendly",4-Pack
ORD018445,P098,12.06,2,App,24.12,premium,Low,plant-based,Washington,Tier 1,on-the-go,supplement,"kosher, nut-free",Single
ORD045366,P133,55.7,3,Retail,167.10000000000002,budget,Low,protein,Illinois,Tier 3,marathon-prep,protein bar,"diabetic-friendly, vegan, clean-label, gluten-free",4-Pack
ORD020592,P106,11.42,2,App,22.84,premium,Low,clean-label,Texas,Tier 2,gym,meal replacement,"halal, jain-friendly",Single
ORD029001,P118,45.83,2,Retail,91.66,casual,Medium,plant-based,Colorado,Tier 1,festive,healthy snack,"kosher, nut-free, clean-label, vegan",4-Pack
ORD014531,P105,87.55,4,Retail,350.2,budget,Medium,protein,New York,Tier 3,religious-fasting,meal replacement,"gluten-free, halal",12-Pack
ORD040026,P048,34.94,3,Gym Kiosk,104.82,premium,High,clean-label,California,Tier 3,gym,supplement,"nut-free, kosher, low-sugar",4-Pack
ORD022854,P064,57.95,4,Gym Kiosk,231.8,premium,Low,gut-health,Illinois,Tier 1,on-the-go,electrolyte drink,"nut-free, clean-label, diabetic-friendly",12-Pack
ORD013486,P037,42.38,3,Website,127.14000000000001,casual,High,gut-health,Colorado,Tier 2,gym,supplement,"halal, keto-friendly, low-sugar",4-Pack
ORD004100,P018,9.36,6,Marketplace,56.16,premium,Medium,protein,Illinois,Tier 3,religious-fasting,protein bar,diabetic-friendly,Single
ORD014620,P059,14.44,2,App,28.88,premium,Low,protein,Calfornia,Tier 2,road-trip,protein shake,"gluten-free, kosher, low-sugar",Single
ORD047360,P017,48.05,1,Retail,48.05,casual,Low,protein,Calfornia,Tier 1,road-trip,electrolyte drink,jain-friendly,4-Pack
ORD039277,P038,10.36,1,Website,10.36,premium,Medium,low-sugar,Colorado,Tier 1,road-trip,protein bar,"high-protein, halal",Single
ORD046889,P126,7.77,3,Website,23.31,premium,Low,plant-based,Georgia,Tier 2,daily snack,meal replacement,"nut-free, low-sugar",Single
ORD016795,P109,9.17,5,App,45.85,premium,Medium,protein,Florida,Tier 1,religious-fasting,supplement,"low-sugar, keto-friendly, diabetic-friendly, nut-free",Single
ORD025303,P030,7.14,2,App,14.28,unknown,Medium,low-sugar,Washington,Tier 1,daily snack,electrolyte drink,"gluten-free, kosher",Single
ORD019998,P139,24.53,1,Retail,24.53,fitness,Low,protein,Florida,Tier 1,late-night,healthy snack,"high-protein, low-sugar, clean-label, jain-friendly",Single
ORD006988,P089,6.72,1,Website,6.72,premium,Medium,gut-health,New York,Tier 1,on-the-go,electrolyte drink,"gluten-free, plant-based",Single
ORD013230,P137,6.83,1,Website,6.83,casual,Medium,clean-label,NY,Tier 1,road-trip,protein shake,kosher,Single
ORD002950,P051,28.08,2,Website,56.16,casual,Medium,gut-health,California,Tier 3,late-night,proten shake,"vegan, gluten-free, halal",4-Pack
ORD022169,P091,23.04,3,App,69.12,fitness,Low,plant-based,Washington,Tier 3,late-night,healthy snack,clean-label,Single
ORD049369,P039,43.77,2,Website,87.54,casual,Medium,protein,Georgia,Tier 2,road-trip,protein shake,"halal, kosher, keto-friendly, nut-free",4-Pack
ORD017351,P124,7.73,3,Gym Kiosk,23.19,budget,Low,clean-label,NY,Unknown,religious-fasting,meal replacement,kosher,Single
ORD030562,P138,9.51,1,Marketplace,9.51,fitness,Medium,plant-based,Illinois,Tier 3,daily snack,meal replacement,"nut-free, jain-friendly",Single
ORD003177,P098,12.06,2,Gym Kiosk,24.12,budget,Medium,clean-label,Calfornia,Tier 1,marathon-prep,supplement,"kosher, nut-free",Single
ORD047112,P126,9.16,3,Gym Kiosk,27.48,fitness,High,gut-health,Calfornia,Tier 3,daily snack,meal replacement,"nut-free, low-sugar",Single
ORD030091,P021,6.82,1,Website,6.82,casual,High,gut-health,New York,Tier 1,late-night,healthy snack,diabetic-friendly,Single
ORD032528,P039,33.22,1,Gym Kiosk,33.22,budget,High,plant-based,Illinois,Tier 2,on-the-go,protein shake,"halal, kosher, keto-friendly, nut-free",4-Pack
ORD008141,P037,35.3,5,Marketplace,176.5,casual,Low,low-sugar,Washington,Tier 2,late-night,supplement,"halal, keto-friendly, low-sugar",4-Pack
ORD006813,P092,6.74,2,Gym Kiosk,13.48,fitness,Low,plant-based,Texas,Tier 3,religious-fasting,protein bar,"jain-friendly, gluten-free, vegan",Single
ORD022832,P012,13.52,1,App,13.52,premium,High,plant-based,NY,Tier 2,daily snack,healthy snack,plant-based,Single
ORD002606,P043,21.39,3,App,64.17,unknown,Medium,clean-label,California,Tier 1,daily snack,protein bar,"diabetic-friendly, high-protein, keto-friendly, clean-label",Single
ORD001366,P015,19.83,2,Marketplace,39.66,premium,Medium,gut-health,NY,Tier 1,on-the-go,meal replacement,"clean-label, diabetic-friendly",Single
ORD003660,P072,56.15,2,Website,112.3,fitness,High,gut-health,Georgia,Tier 2,gym,,"gluten-free, low-sugar, halal, kosher",4-Pack
ORD004369,P077,78.26,6,Retail,469.56000000000006,fitness,Medium,gut-health,Georgia,Tier 3,late-night,protein bar,diabetic-friendly,12-Pack
ORD029500,P015,19.83,1,Website,19.83,fitness,High,plant-based,Florida,Tier 1,late-night,meal replacement,"clean-label, diabetic-friendly",Single
ORD011215,P140,11.48,4,Marketplace,45.92,fitness,Medium,gut-health,Georgia,Tier 1,late-night,electrolyte drink,"vegan, plant-based, keto-friendly",Single
ORD045346,P085,49.18,1,Gym Kiosk,49.18,budget,Medium,plant-based,California,Tier 1,on-the-go,protein bar,kosher,4-Pack
ORD040980,P114,15.74,2,Retail,31.48,budget,Low,clean-label,Colorado,Tier 3,late-night,healthy snack,"nut-free, jain-friendly, clean-label, keto-friendly",Single
ORD047164,P145,4.89,5,Website,24.45,fitness,Medium,low-sugar,Georgia,Tier 1,late-night,healthy snack,"gluten-free, jain-friendly, plant-based",Single
ORD006216,P019,161.05,2,Gym Kiosk,322.1,fitness,Low,clean-label,New York,Tier 1,gym,meal replacement,"vegan, halal, high-protein",12-Pack
ORD007667,P091,23.04,3,Gym Kiosk,69.12,budget,Low,low-sugar,Texas,Tier 1,late-night,healthy snack,clean-label,Single
ORD002611,P005,11.5,2,Marketplace,23.0,premium,High,protein,NY,Tier 2,religious-fasting,meal replacement,"halal, low-sugar, vegan",Single
ORD022638,P036,24.75,2,Retail,49.5,casual,Low,plant-based,Texas,Tier 1,marathon-prep,protein bar,high-protein,4-Pack
ORD013232,P089,4.82,1,Retail,4.82,budget,Low,gut-health,Georgia,Tier 3,festive,electrolyte drink,"gluten-free, plant-based",Single
ORD047078,P034,8.62,3,Website,25.86,casual,High,clean-label,Florida,Tier 2,daily snack,proten shake,nut-free,Single
ORD041214,P100,10.91,2,Website,21.82,fitness,Low,protein,Washington,Tier 1,late-night,protein bar,"kosher, gluten-free",Single
ORD041026,P119,1030.0,3,Website,3090.0,casual,Low,low-sugar,New York,Tier 2,daily snack,protein bar,"high-protein, low-sugar",Single
ORD029324,P026,1763.0,3,Marketplace,5289.0,fitness,Low,clean-label,Florida,Tier 1,late-night,electrolyte drink,"gluten-free, diabetic-friendly, vegan",4-Pack
ORD040454,P044,43.93,3,Retail,131.79,premium,High,gut-health,Illinois,Tier 2,road-trip,supplement,high-protein,4-Pack
ORD008814,P081,63.14,6,Gym Kiosk,378.84000000000003,fitness,High,protein,NY,Tier 3,marathon-prep,protein bar,"vegan, nut-free",12-Pack
ORD009017,P021,4.96,3,Gym Kiosk,14.879999999999999,premium,High,plant-based,Georgia,Tier 1,late-night,healthy snack,diabetic-friendly,Single
ORD025993,P032,9.04,3,App,27.119999999999997,casual,Medium,clean-label,Georgia,Tier 1,late-night,protein bar,gluten-free,Single
ORD041967,P111,8.38,2,Marketplace,16.76,budget,High,clean-label,Colorado,Tier 1,late-night,proten shake,"jain-friendly, diabetic-friendly",Single
ORD031310,P130,38.36,2,Marketplace,76.72,casual,Low,gut-health,Calfornia,Tier 1,late-night,meal replacement,vegan,4-Pack
ORD029743,P122,27.96,2,App,55.92,casual,High,low-sugar,New York,Tier 1,gym,meal replacement,"halal, high-protein, jain-friendly, keto-friendly",4-Pack
ORD002218,P117,13.21,1,Website,13.21,fitness,Medium,plant-based,Texas,Tier 2,gym,meal replacement,"low-sugar, jain-friendly, high-protein",Single
ORD018586,P075,71.55,2,Retail,143.1,premium,Medium,gut-health,Colorado,Tier 1,late-night,meal replacement,"halal, clean-label, gluten-free, vegan",4-Pack
ORD042086,P017,48.05,2,App,96.1,premium,Medium,plant-based,California,Unknown,late-night,electrolyte drink,jain-friendly,4-Pack
ORD049938,P002,12.45,2,Marketplace,24.9,budget,Medium,low-sugar,NY,Unknown,daily snack,meal replacement,"plant-based, halal, kosher, low-sugar",Single
ORD027711,P027,55.1,2,Retail,110.2,budget,Low,protein,Texas,Tier 1,late-night,protein shake,vegan,12-Pack
ORD031033,P045,9.31,5,Gym Kiosk,46.550000000000004,casual,Medium,clean-label,Texas,Tier 2,marathon-prep,healthy snack,"plant-based, kosher, low-sugar",Single
ORD006851,P114,19.59,2,Marketplace,39.18,casual,Medium,low-sugar,Florida,Tier 2,daily snack,healthy snack,"nut-free, jain-friendly, clean-label, keto-friendly",Single
ORD039299,P017,55.26,1,Gym Kiosk,55.26,casual,High,gut-health,Illinois,Tier 2,gym,electrolyte drink,jain-friendly,4-Pack
ORD004411,P077,160.84,1,Gym Kiosk,160.84,casual,Low,clean-label,Calfornia,Tier 1,late-night,protein bar,diabetic-friendly,12-Pack
ORD007498,P095,8.59,1,Gym Kiosk,8.59,fitness,Medium,clean-label,Calfornia,Tier 1,festive,protein bar,halal,Single
ORD047559,P147,13.26,1,Website,13.26,premium,Medium,gut-health,NY,Tier 2,gym,proten shake,"jain-friendly, diabetic-friendly",Single
ORD031093,P050,24.43,2,Retail,48.86,budget,Medium,protein,Colorado,Tier 2,daily snack,healthy snack,"diabetic-friendly, gluten-free, kosher, high-protein",4-Pack
ORD021255,P010,17.07,1,Gym Kiosk,17.07,fitness,Low,clean-label,Colorado,Tier 1,on-the-go,healthy snack,"clean-label, vegan, nut-free, kosher",Single
ORD019222,P091,23.04,3,Retail,69.12,fitness,High,plant-based,California,Tier 2,religious-fasting,healthy snack,clean-label,Single
ORD031003,P030,8.25,1,Retail,8.25,fitness,Low,clean-label,Washington,Tier 1,festive,electrolyte drink,"gluten-free, kosher",Single
ORD017096,P048,30.38,2,App,60.76,premium,Medium,gut-health,New York,Tier 3,gym,supplement,"nut-free, kosher, low-sugar",4-Pack
ORD045828,P014,32.55,2,App,65.1,fitness,Low,low-sugar,NY,Tier 1,late-night,protein shake,"keto-friendly, gluten-free",4-Pack
ORD036794,P011,13.29,2,Website,26.58,casual,High,gut-health,Calfornia,Tier 3,late-night,proten shake,"kosher, jain-friendly, plant-based",Single
ORD045356,P136,35.04,1,App,35.04,fitness,High,clean-label,Calfornia,Tier 3,road-trip,electrolyte drink,"high-protein, nut-free",4-Pack
ORD040576,P140,16.89,1,Gym Kiosk,16.89,premium,High,protein,NY,Tier 2,marathon-prep,electrolyte drink,"vegan, plant-based, keto-friendly",Single
ORD016567,P087,6.97,1,Retail,6.97,fitness,High,protein,Georgia,Tier 1,gym,proten shake,"high-protein, gluten-free, halal",Single
ORD037472,P113,47.5,3,Gym Kiosk,142.5,premium,Medium,plant-based,Washington,Unknown,on-the-go,meal replacement,vegan,4-Pack
ORD027909,P056,14.02,3,Gym Kiosk,42.06,premium,Low,plant-based,Colorado,Tier 3,religious-fasting,proten shake,"vegan, diabetic-friendly, jain-friendly",Single
ORD011760,P047,10.03,1,Gym Kiosk,10.03,fitness,Medium,clean-label,Texas,Tier 2,late-night,meal replacement,low-sugar,Single
ORD016884,P139,18.65,1,Website,18.65,premium,Medium,gut-health,New York,Tier 2,road-trip,healthy snack,"high-protein, low-sugar, clean-label, jain-friendly",Single
ORD017802,P017,48.05,3,Retail,144.14999999999998,fitness,Medium,clean-label,Florida,Tier 1,late-night,electrolyte drink,jain-friendly,4-Pack
ORD042503,P141,49.88,1,Website,49.88,premium,Medium,protein,Calfornia,Tier 1,late-night,healthy snack,"gluten-free, kosher, diabetic-friendly",4-Pack
